expression,reading,meaning,tags,guid,ความหมาย
科目,かもく,"(school) subject, curriculum, course",JLPT JLPT_2 JLPT_3,mt1}<&PDy^,วิชา (โรงเรียน) หลักสูตร รายวิชา
かもしれない,かもしれない,"maybe, perhaps",JLPT JLPT_2 JLPT_3,"fXI7dlE,H5",บางที อาจจะ
かゆい,かゆい,"itchy, itching",JLPT JLPT_2 JLPT_3,i@bIkK/P`w,คัน คัน
歌謡,かよう,"song, ballad",JLPT JLPT_2 JLPT_3,B8j5MHOl3a,"เพลง, บัลลาด"
空,から,empty,JLPT JLPT_2 JLPT_3,"LiJsM!pT#,",ว่างเปล่า
殻,から,"shell, husk, hull",JLPT JLPT_2 JLPT_3,"F87p.DC4,p","เปลือก, กะลาสี, เปลือกหุ้ม"
柄,がら,pattern; build; character,JLPT JLPT_2 JLPT_3,uk^tW>*afz,รูปแบบ; โครงสร้าง; ลักษณะเฉพาะ
刈る,かる,"to cut (hair), to mow (grass), to harvest",JLPT JLPT_2 JLPT_3,ON/-tkLwG!,"ตัด (ผม), เกี่ยว (หญ้า), เก็บเกี่ยว"
河,かわ,"river, stream",JLPT JLPT_2 JLPT_3,mIM2jXP:@M,แม่น้ำ ลำธาร
皮,かわ,"skin, hide, leather",JLPT JLPT_2 JLPT_3,C<.^aCL_QG,"หนัง, หนังสัตว์, หนัง"
革,かわ,leather,JLPT JLPT_2 JLPT_3,z`KQfm{h;f,หนัง
可愛そう,かわいそう,"poor, pitiable, pathetic",JLPT JLPT_2 JLPT_3,jCbD|/Ou5e,น่าสงสาร น่าเวทนา น่าสมเพช
可愛らしい,かわいらしい,"lovely, sweet",JLPT JLPT_2 JLPT_3,KYl^v5PK_;,น่ารัก หวาน
乾かす,かわかす,to dry,JLPT JLPT_2 JLPT_3,JoU47]zU{d,เพื่อทำให้แห้ง
渇く,かわく,to be thirsty,JLPT JLPT_2 JLPT_3,g:zQk;6g:U,กระหายน้ำ
代る,かわる,"to take the place of, to relieve, to be substituted for",JLPT JLPT_2 JLPT_3,f9j%&rI)[J,"เข้ามาแทนที่, บรรเทา, ถูกนำมาใช้แทน"
缶,かん,"can, tin",JLPT_1 JLPT JLPT_2 JLPT_3,fnx%_qW>Wk,"กระป๋อง, ดีบุก"
勘,かん,"perception, intuition, the sixth sense",JLPT JLPT_2 JLPT_3,lle<t+CbfW,การรับรู้ สัญชาตญาณ สัมผัสที่หก
考え,かんがえ,"thinking, thought, ideas",JLPT JLPT_2 JLPT_3,ry3gkU$VWf,"การคิด, ความคิด, ไอเดีย"
感覚,かんかく,"sense, sensation",JLPT JLPT_2 JLPT_3,"p)VaZN,wP=","สัมผัส, ความรู้สึก"
間隔,かんかく,"space, interval, SPC",JLPT JLPT_2 JLPT_3,qbs8.xdCB<,"พื้นที่, ช่วงเวลา, SPC"
観客,かんきゃく,"audience, spectator(s)",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,j%h6<&[KnW,"ผู้ชม, ผู้ดู"
環境,かんきょう,"environment, circumstance",JLPT JLPT_3 JLPT_2 Genki Genki_Ln.21,v:iQ;XlPLV,สภาพแวดล้อม สถานการณ์
歓迎,かんげい,"welcome, reception",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.5,e6r/_jeu;I,ยินดีต้อนรับ การต้อนรับ
観光,かんこう,sightseeing,Genki_Ln.15 JLPT JLPT_3 JLPT_2 Genki,n*g6UOKH98,เที่ยวชมสถานที่
観察,かんさつ,"observation, survey",JLPT JLPT_2 JLPT_3,q)XNacsL_{,การสังเกต การสำรวจ
感じ,かんじ,"feeling, sense, impression",JLPT JLPT_2 JLPT_3,w_sfjfQ#7V,ความรู้สึก สัมผัส ความประทับใจ
感謝,かんしゃ,"thanks, gratitude",JLPT JLPT_2 JLPT_3,H)_*dziOH#,"ขอบคุณ, ความกตัญญู"
患者,かんじゃ,patient,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.12,ow]ljz^dy0,อดทน
勘定,かんじょう,"calculation, counting, consideration",JLPT JLPT_2 JLPT_3,lT@?`jcn/-,การคำนวณ การนับ การพิจารณา
感情,かんじょう,"emotion(s), feeling(s), sentiment",JLPT JLPT_2 JLPT_3,KwSZ]};@<N,อารมณ์ ความรู้สึก ความคิด
感じる,かんじる,"to feel, to sense",JLPT JLPT_2 JLPT_3,"tat.#S,YWC","รู้สึก, รับรู้"
感心,かんしん,admiration,JLPT JLPT_2 JLPT_3,Ll7N}.KB!4,ความชื่นชม
関心,かんしん,"concern, interest",JLPT JLPT_2 JLPT_3,ugNZxV5.;6,ความกังวล ความสนใจ
関する,かんする,"to concern, to be related",JLPT JLPT_2 JLPT_3,j?=:~N:vEw,"เกี่ยวข้อง, สัมพันธ์กัน"
完成,かんせい,"complete, completion; perfection",JLPT JLPT_2 JLPT_3,Gz+d-Na>Wq,"สมบูรณ์, ความสมบูรณ์; ความสมบูรณ์แบบ"
完全,かんぜん,"perfection, completeness",JLPT JLPT_2 JLPT_3,"mx8.$z,opn","ความสมบูรณ์แบบ, ความครบถ้วน"
乾燥,かんそう,"dry, arid, dehydrated",JLPT JLPT_2 JLPT_3,o&PKDt@8.N,แห้งแล้ง ขาดน้ำ
感想,かんそう,"(one's) impressions, (one's) thoughts",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.11,LSEXg:S7:(,ความประทับใจ ความคิด
感動,かんどう,"being deeply moved, excitement",JLPT JLPT_2 JLPT_3,mO)}<zEdx8,รู้สึกซาบซึ้งใจอย่างมาก ตื่นเต้น
監督,かんとく,"supervision, control, (movie) director",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.7,J6H&uZ7Px>,การกำกับดูแล การควบคุม (ผู้กำกับภาพยนตร์)
管理,かんり,"control, management (e.g., of a business)",JLPT JLPT_2 JLPT_3,GKHgUyo>J7,การควบคุม การจัดการ (เช่น การจัดการธุรกิจ)
完了,かんりょう,"completion, conclusion",JLPT JLPT_2 JLPT_3,nU7gs|>hqI,"การเสร็จสิ้น, ข้อสรุป"
関連,かんれん,"relation, connection, relevance",JLPT JLPT_2 JLPT_3,qM07gcK[)f,ความสัมพันธ์ การเชื่อมต่อ ความเกี่ยวข้อง
議員,ぎいん,"member of the Diet, congress, or parliament",JLPT JLPT_2 JLPT_3,HgQ-~|%58x,สมาชิกของสภาไดเอท สภาผู้แทนราษฎร หรือรัฐสภา
記憶,きおく,"memory, recollection, remembrance",JLPT JLPT_2 JLPT_3,"E,/>3<s?|+","ความทรงจำ, การระลึกถึง, การจดจำ"
気温,きおん,temperature (weather - not used for things),JLPT Genki_Ln.12 JLPT_3 JLPT_2 Genki,BBA~snq[*i,อุณหภูมิ (สภาพอากาศ - ไม่ได้ใช้กับสิ่งของ)
機械,きかい,"machine, machinery",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,"gbY2LYN_B,","เครื่องจักร, เครื่องจักรกล"
器械,きかい,instrument,JLPT JLPT_2 JLPT_3,l7Ho]DDWuu,อุปกรณ์
議会,ぎかい,"Diet, congress, parliament",JLPT JLPT_2 JLPT_3,lGMTgzdnaN,"สภา, รัฐสภา, รัฐสภา"
期間,きかん,"period, term",JLPT JLPT_2 JLPT_3,iw;V~SjnTE,"ช่วงเวลา, เทอม"
機関,きかん,"engine; institution, organization",JLPT JLPT_2 JLPT_3,OOR48r}N5c,"เครื่องยนต์; สถาบัน, องค์กร"
企業,きぎょう,"industry, business, undertaking",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.14,"m,c9$UCg]/",อุตสาหกรรม ธุรกิจ กิจการ
効く,きく,to be effective,JLPT JLPT_2 JLPT_3,LC`=c%l]6(,เพื่อให้เกิดประสิทธิภาพ
期限,きげん,"deadline, term",JLPT JLPT_2 JLPT_3,DXtaD5za4M,"กำหนดเวลา, ระยะเวลา"
機嫌,きげん,"humor, temper, mood",JLPT JLPT_2 JLPT_3,g?wFVr$Cb>,อารมณ์ขัน อารมณ์ฉุนเฉียว อารมณ์ความรู้สึก
気候,きこう,climate,JLPT JLPT_2 JLPT_3,zi^=GdE6J`,ภูมิอากาศ
岸,きし,"bank, coast, shore",JLPT JLPT_2 JLPT_3,hm_._Qp@I~,ธนาคาร ชายฝั่ง ชายหาด
生地,きじ,fabric; dough,JLPT JLPT_2 JLPT_3,0J|w~z~jj,ผ้า; แป้ง
記事,きじ,"article, news story",JLPT JLPT_2 JLPT_3,D?VHH^x3x^,บทความ ข่าวสาร
技師,ぎし,"engineer, technician",JLPT JLPT_2 JLPT_3,u=&Ix|N:mj,วิศวกร ช่างเทคนิค
記者,きしゃ,reporter,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,L%Xdco]ND%,นักข่าว
傷,きず,"wound, injury, hurt",JLPT JLPT_2 JLPT_3,Q?7OEINT{!,บาดแผล การบาดเจ็บ ความเจ็บ
期待,きたい,"expectation, anticipation, hope",JLPT JLPT_2 JLPT_3,q|E5|~(~TI,ความคาดหวัง การรอคอย ความหวัง
気体,きたい,"vapor, gas",JLPT JLPT_2 JLPT_3,BVN])vG*1F,"ไอระเหย, ก๊าซ"
帰宅,きたく,returning home,JLPT JLPT_2 JLPT_3,z!%Pu#*l7[,กลับบ้าน
貴重,きちょう,"precious, valuable",JLPT JLPT_2 JLPT_3,i#)MEqHOiw,มีค่า ล้ำค่า
議長,ぎちょう,chairman,JLPT JLPT_2 JLPT_3,ivgef2]KwO,ประธาน
きちんと,きちんと,"precisely, accurately",JLPT JLPT_2 JLPT_3,"r#L,S)sfK&",อย่างแม่นยำ ถูกต้อง
きつい,きつい,"tight, close, intense",JLPT JLPT_2 JLPT_3,j)>u~$9^*r,"แน่น, ใกล้ชิด, เข้มข้น"
気付く,きづく,"to notice, to recognize, to become aware of",JLPT JLPT_2 JLPT_3,xDh?wq7iT8,"สังเกต, รับรู้, ตระหนักรู้"
気に入る,きにいる,"to like, to be please",JLPT JLPT_2 JLPT_3,"uegN*W,m$w","ชอบ, พอใจ"
記入,きにゅう,"entry, filling in of forms",JLPT JLPT_2 JLPT_3,vlEX%x--1.,การลงทะเบียน การกรอกแบบฟอร์ม
記念,きねん,"commemoration, memory",JLPT JLPT_2 JLPT_3,H8>Vf=G.}w,"การรำลึก, ความทรงจำ"
機能,きのう,"function, faculty",JLPT JLPT_2 JLPT_3,QB(9=:5m2@,"หน้าที่, คณะ"
気の毒,きのどく,"pitiful, a pity",JLPT JLPT_2 JLPT_3,qiFq+*QK@q,น่าสงสาร น่าเสียดาย
寄付,きふ,"contribution, donation",JLPT JLPT_2 JLPT_3,P<<3-~akkr,การบริจาค
希望,きぼう,"hope, wish, aspiration",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.3,"rKl|qTb,g-",ความหวัง ความปรารถนา ความใฝ่ฝัน
基本,きほん,"basic, basis",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.15,r&MTg)%4_-,"พื้นฐาน, รากฐาน"
決まり,きまり,"settlement, conclusion, rule",JLPT JLPT_2 JLPT_3,DmsWlm^9ML,"การประนีประนอม, ข้อสรุป, กฎ"
気味,きみ,"-like, -looking, -looked",JLPT JLPT_2 JLPT_3,iNru&P?85/,"-เหมือน, -ดู, -มองแล้ว"
奇妙,きみょう,"strange, queer, curious",JLPT JLPT_2 JLPT_3,LWN?@8(b&a,แปลก ประหลาด น่าสนใจ
義務,ぎむ,"duty, obligation, responsibility",JLPT JLPT_2 JLPT_3,Da7kYMio|S,หน้าที่ ภาระผูกพัน ความรับผิดชอบ
疑問,ぎもん,"question, problem, doubt",JLPT JLPT_2 JLPT_3,zRRFu?JoKE,คำถาม ปัญหา ข้อสงสัย
逆,ぎゃく,"reverse, opposite",JLPT JLPT_2 JLPT_3,EiDH#>VXk9,ตรงกันข้าม กลับด้าน
キャプテン,キャプテン,captain,JLPT JLPT_2 JLPT_3,pQT]>v52;$,กัปตัน
キャンプ,キャンプ,camp,JLPT Genki_Ln.11 JLPT_3 JLPT_2 Genki,F4[L_8oSn,ค่าย
旧,きゅう,ex-,JLPT JLPT_2 JLPT_3,wKI{_3LgUf,อดีต-
級,きゅう,"class, grade, rank",JLPT JLPT_2 JLPT_3,ywhuZF1TJ0,"ชั้น, เกรด, อันดับ"
球,きゅう,"globe, sphere, ball",JLPT JLPT_2 JLPT_3,P<LmV^}EUI,"โลก, ทรงกลม, ลูกบอล"
休暇,きゅうか,"vacation, holiday, day off",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.1,HtR8NVhhfe,วันหยุดพักผ่อน วันหยุดนักขัตฤกษ์ วันลา
休憩,きゅうけい,"rest, break, intermission",JLPT JLPT_2 JLPT_3,M?^9bN:14o,"พักผ่อน, หยุดพัก, ช่วงพัก"
急激,きゅうげき,"sudden, precipitous, radical",JLPT JLPT_2 JLPT_3,bR.b24bzOE,ฉับพลัน รุนแรง สุดขั้ว
吸収,きゅうしゅう,"absorption, suction",JLPT JLPT_2 JLPT_3,uP}=0<A&zm,"การดูดซับ, การดูด"
救助,きゅうじょ,"relief, aid, rescue",JLPT JLPT_2 JLPT_3,x{|!Zu?h8!,"บรรเทาทุกข์, ช่วยเหลือ, กู้ภัย"
急速,きゅうそく,"rapid (e.g., progress)",JLPT JLPT_2 JLPT_3,H*fw]->cqe,รวดเร็ว (เช่น ความคืบหน้า)
休息,きゅうそく,"rest, relief, relaxation",JLPT JLPT_2 JLPT_3,mFQb-ci%=n,พักผ่อน บรรเทา ผ่อนคลาย
急に,きゅうに,suddenly,JLPT JLPT_2 JLPT_3,nbPHpp}wLe,กะทันหัน
給料,きゅうりょう,"salary, wages",Genki_Ln.17 JLPT JLPT_3 JLPT_2 Genki,bFBKO):>Pu,เงินเดือน ค่าจ้าง
器用,きよう,"skillful, handy",JLPT JLPT_2 JLPT_3,j>:wz+YD-O,ชำนาญ มีทักษะ
教科書,きょうかしょ,textbook,JLPT Intermediate_Japanese JLPT_3 JLPT_2 Genki_Ln.6 Intermediate_Japanese_Ln.13 Genki,kkoTF|;.kp,ตำราเรียน
競技,きょうぎ,"game, match, contest",JLPT JLPT_2 JLPT_3,c3-]g>CAR$,"เกม, การแข่งขัน, การประลอง"
行儀,ぎょうぎ,manners,JLPT JLPT_2 JLPT_3,yCsCHa$b|3,มารยาท
供給,きょうきゅう,"supply, provision",JLPT JLPT_2 JLPT_3,H.&4r-|xC*,การจัดหา การจัดส่ง
教授,きょうじゅ,"teaching, instruction; professor",JLPT JLPT_2 JLPT_3,j9WXPp%y<F,"การสอน, การให้คำแนะนำ; ศาสตราจารย์"
強調,きょうちょう,"emphasis, stress, stressed point",JLPT JLPT_2 JLPT_3,ekVG@ic`Qc,"การเน้นย้ำ, ความเครียด, จุดที่เน้น"
共通,きょうつう,"commonness, mutual",JLPT JLPT_2 JLPT_3,iNbpa<XIBY,ความเหมือนกัน ความเป็นหนึ่งเดียวกัน
共同,きょうどう,"cooperation, association, collaboration",JLPT JLPT_2 JLPT_3,M&4X!=%k6!,ความร่วมมือ สมาคม การทำงานร่วมกัน
恐怖,きょうふ,"fear, terror",JLPT JLPT_2 JLPT_3,E^f~?uHKoJ,ความกลัว ความหวาดผวา
協力,きょうりょく,"cooperation, collaboration",JLPT JLPT_2 JLPT_3,C?Z%aW?GmJ,ความร่วมมือ การทำงานร่วมกัน
強力,きょうりょく,"powerful, strong",JLPT JLPT_2 JLPT_3,"o`2(1ZfJ,z",ทรงพลัง แข็งแกร่ง
許可,きょか,"permission, approval",JLPT Intermediate_Japanese JLPT_3 JLPT_2 Intermediate_Japanese_Ln.4,xgOJVyt)!-,การอนุญาต การอนุมัติ
局,きょく,"office, bureau, station(TV, radio)",JLPT JLPT_2 JLPT_3,tQ0a`!@5U(,"สำนักงาน, สำนัก, สถานี (โทรทัศน์, วิทยุ)"
巨大,きょだい,"huge, gigantic, enormous",JLPT JLPT_2 JLPT_3,"xA&bS[Q4,y",ใหญ่โต มหึมา มหึมา
嫌う,きらう,"to hate, to dislike, to loathe",JLPT JLPT_2 JLPT_3,br%KM$_?V3,เกลียดชัง ไม่ชอบ รังเกียจ
霧,きり,"fog, mist",JLPT JLPT_2 JLPT_3,xhY3{w-]xD,"หมอก, ละอองน้ำ"
切れ,きれ,"cloth, piece, cut",JLPT JLPT_2 JLPT_3,no-N<tQ].O,"ผ้า, ชิ้น, ตัด"
切れる,きれる,"to cut well, to be sharp; to break (off)",JLPT JLPT_2 JLPT_3,vq3fa)$([j,"ตัดได้ดี, คม; หัก (ออก)"
記録,きろく,"record, minutes, document",JLPT JLPT_2 JLPT_3,E9&**2T5hb,"บันทึก, รายงานการประชุม, เอกสาร"
議論,ぎろん,"argument, discussion, dispute",JLPT JLPT_2 JLPT_3,tHrivglW.I,การโต้เถียง การอภิปราย การโต้แย้ง
金,きん,"gold, metal; money",JLPT JLPT_2 JLPT_3,}{gI`5unu,ทองคำ โลหะ เงิน
銀,ぎん,silver,JLPT JLPT_2 JLPT_3,r=)`V@J5eU,เงิน
禁煙,きんえん,No Smoking,JLPT JLPT_2 JLPT_3,O$<^K)0$)},ห้ามสูบบุหรี่
金額,きんがく,amount of money,JLPT JLPT_2 JLPT_3,"MF#,QebEjl",จำนวนเงิน
金庫,きんこ,"safe, vault",JLPT JLPT_2 JLPT_3,fW#b}db?aR,"ตู้นิรภัย, ตู้เซฟ"
禁止,きんし,"prohibition, ban",JLPT JLPT_2 JLPT_3,Gdm1sTV(+-,"การห้าม, การแบน"
金銭,きんせん,"money, cash",JLPT JLPT_2 JLPT_3,gfWr=5X>7*,เงินสด
